IMDBid,Jacob,WikiLink,Ceremony,SubmissionCountry,NominationTitle,Languages,Directors,Result,QID,titleType,primaryTitle,originalTitle,imdbYear,runtimeMinutes,genres,CeremonyYear,YearOffset
tt1554426,,/wiki/Aballay_(film),84,Argentina,Aballay,Spanish,Fernando Spiner,Not nominated,Q4663322,movie,Six Shooters,"Aballay, el hombre sin miedo",2010,100,"Action,Adventure,Drama",2012,2
tt1680679,,/wiki/Breathing_(film),84,Austria,Breathing,German,Karl Markovics,Not nominated,Q757499,movie,Breathing,Atmen,2011,94,Drama,2012,1
tt1821593,,/wiki/Bullhead_(film),84,Belgium,Bullhead,"Dutch, French, Limburgish",Michaël R. Roskam,Nominated,Q181823,movie,Bullhead,Rundskop,2011,129,"Crime,Drama",2012,1
tt1730186,,/wiki/Belvedere_(film),84,Bosnia and Herzegovina,Belvedere,Bosnian,Ahmed Imamović,Not nominated,Q4884866,movie,Belvedere,Belvedere,2010,90,Drama,2012,2
tt1555149,,/wiki/Elite_Squad:_The_Enemy_Within,84,Brazil,Elite Squad: The Enemy Within,Portuguese,José Padilha,Not nominated,Q142695,movie,Elite Squad 2: The Enemy Within,Tropa de Elite 2: O Inimigo Agora é Outro,2010,115,"Action,Crime,Drama",2012,2
tt1680019,,/wiki/Tilt_(2011_film),84,Bulgaria,Tilt,Bulgarian,Viktor Chouchkov,Not nominated,Q7802989,movie,Tilt,Tilt,2010,94,"Drama,Romance",2012,2
tt2011971,,/wiki/Monsieur_Lazhar,84,Canada,Monsieur Lazhar,French,Philippe Falardeau,Nominated,Q1679872,movie,Monsieur Lazhar,Monsieur Lazhar,2011,95,"Comedy,Drama",2012,1
tt2014392,,/wiki/Violeta_Went_to_Heaven,84,Chile,Violeta Went to Heaven,Spanish,Andrés Wood,Not nominated,Q942581,movie,Violeta Went to Heaven,Violeta se fue a los cielos,2011,110,"Biography,Drama,Music",2012,1
tt1410063,,/wiki/The_Flowers_of_War,84,China,The Flowers of War,"Mandarin, English",Zhang Yimou,Not nominated,Q699224,movie,The Flowers of War,Jin ling shi san chai,2011,146,"Drama,History,Romance",2012,1
tt1715853,,/wiki/The_Colors_of_the_Mountain,84,Colombia,The Colors of the Mountain,Spanish,Carlos César Arbeláez,Not nominated,Q3072946,movie,The Colors of the Mountain,Los colores de la montaña,2010,90,Drama,2012,2
tt1401672,,/wiki/72_Days,84,Croatia,72 Days,Croatian,Danilo Šerbedžija,Not nominated,Q3446027,movie,72 days,Sedamdeset i dva dana,2010,93,"Comedy,Drama",2012,2
tt2034692,,/wiki/Habanastation,84,Cuba,Havanastation,Spanish,Ian Padrón,Not nominated,Q3813429,movie,Habanastation,Habanastation,2011,95,"Drama,Fantasy",2012,1
tt1374985,,/wiki/Alois_Nebel,84,Czech Republic,Alois Nebel,Czech,Tomás Lunák,Not nominated,Q1330720,movie,Alois Nebel,Alois Nebel,2011,84,"Animation,Drama",2012,1
tt1609492,,/wiki/SuperCl%C3%A1sico,84,Denmark,SuperClásico,"Danish, Spanish",Ole Christian Madsen,Made shortlist,Q1346495,movie,Superclásico,Superclásico,2011,99,Comedy,2012,1
tt1733536,,/wiki/Love_Child_(2011_film),84,Dominican Republic,Love Child,Spanish,Leticia Tonos,Not nominated,Q6466199,movie,Love Child,La hija natural,2011,97,"Drama,Romance",2012,1
tt1825755,,/wiki/Lust_(2010_film),84,Egypt,Lust,Arabic,Khaled El Hagar,Not nominated,Q556727,movie,Lust,El Shoq,2010,135,"Drama,Horror",2012,2
tt1433851,,/wiki/Letters_to_Angel,84,Estonia,Letters to Angel,Estonian,Sulev Keedus,Not nominated,Q11050752,movie,Letters to Angel,Kirjad Inglile,2011,118,Drama,2012,1
tt1508675,,/wiki/Le_Havre_(film),84,Finland,Le Havre,French,Aki Kaurismäki,Not nominated,Q736498,movie,Le Havre,Le Havre,2011,93,"Comedy,Drama",2012,1
tt1931470,,/wiki/Declaration_of_War_(film),84,France,Declaration of War,French,Valérie Donzelli,Not nominated,Q1033136,movie,Declaration of War,La guerre est déclarée,2011,100,Drama,2012,1
tt1646962,,/wiki/Chantrapas,84,Georgia,Chantrapas,"French, Georgian",Otar Iosseliani,Not nominated,Q2956419,movie,Chantrapas,Chantrapas,2010,122,Drama,2012,2
tt1440266,,/wiki/Pina_(film),84,Germany,Pina,German,Wim Wenders,Made shortlist,Q327027,movie,Pina,Pina,2011,103,"Documentary,Music",2012,1
tt1691323,,/wiki/Attenberg,84,Greece,Attenberg,Greek,Athina Rachel Tsangari,Not nominated,Q127267,movie,Attenberg,Attenberg,2010,97,"Comedy,Drama,Romance",2012,2
tt2008006,,/wiki/A_Simple_Life,84,Hong Kong,A Simple Life,Cantonese,Ann Hui,Not nominated,Q167432,movie,A Simple Life,Tou ze,2011,118,Drama,2012,1
tt1316540,,/wiki/The_Turin_Horse,84,Hungary,The Turin Horse,Hungarian,Béla Tarr,Not nominated,Q1336326,movie,The Turin Horse,A torinói ló,2011,155,Drama,2012,1
tt1695831,,/wiki/Volcano_(2011_film),84,Iceland,Volcano,Icelandic,Rúnar Rúnarsson,Not nominated,Q904391,movie,Volcano,Eldfjall,2011,99,Drama,2012,1
tt1945039,,/wiki/Adaminte_Makan_Abu,84,India,"Abu, Son of Adam",Malayalam,Salim Ahamed,Not nominated,Q3525225,movie,"Abu, Son of Adam",Adaminte Makan Abu,2011,101,Drama,2012,1
tt2022376,,/wiki/Under_the_Protection_of_Ka%27Bah_(film),84,Indonesia,Under the Protection of Ka'Bah,Indonesian,Hanny Saputra,Not nominated,Q7883362,movie,Under the Protection of Ka'bah,Di Bawah Lindungan Ka'bah,2011,121,"Drama,Romance",2012,1
tt1832382,,/wiki/A_Separation,84,Iran,A Separation,Persian,Asghar Farhadi,Won Academy Award,Q640561,movie,A Separation,Jodaeiye Nader az Simin,2011,123,Drama,2012,1
tt1456477,,/wiki/As_If_I_Am_Not_There,84,Ireland,As If I Am Not There,Serbo-Croatian,Juanita Wilson,Not nominated,Q4802900,movie,As If I Am Not There,As If I Am Not There,2010,109,Drama,2012,2
tt1445520,,/wiki/Footnote_(film),84,Israel,Footnote,Hebrew,Joseph Cedar,Nominated,Q324292,movie,Footnote,Hearat Shulayim,2011,107,"Comedy,Drama",2012,1
tt1641410,,/wiki/Terraferma_(film),84,Italy,Terraferma,Italian,Emanuele Crialese,Not nominated,Q594490,movie,Terraferma,Terraferma,2011,88,Drama,2012,1
tt1641397,,/wiki/Postcard_(2010_film),84,Japan,Postcard,Japanese,Kaneto Shindō,Not nominated,Q4391725,movie,Postcard,Ichimai no hagaki,2010,114,"Drama,Romance,War",2012,2
tt2090663,,/wiki/Returning_to_the_%27A%27,84,Kazakhstan,Returning to the 'A',Russian,Egor Mikhalkov-Konchalovsky,Not nominated,Q4114662,movie,Vozvrashchenie v 'A',Vozvrashchenie v 'A',2011,116,"Drama,War",2012,1
tt1772424,,/wiki/Where_Do_We_Go_Now%3F,84,Lebanon,Where Do We Go Now?,Arabic,Nadine Labaki,Not nominated,Q1766235,movie,Where Do We Go Now?,Et maintenant on va où?,2011,110,"Comedy,Drama",2012,1
tt1800312,,/wiki/Back_to_Your_Arms,84,Lithuania,Back to Your Arms,"Lithuanian, Russian, German",Kristijonas Vildžiūnas,Not nominated,Q4839468,movie,Back to Your Arms,Kai apkabinsiu tave,2010,90,Drama,2012,2
tt1493068,,/wiki/Punk%27s_Not_Dead_(2011_film),84,Macedonia,Punk is Not Dead,"Macedonian, Albanian",Vladimir Blazevski,Not nominated,Q7260370,movie,Punk's Not Dead,Pankot ne e mrtov,2011,104,"Comedy,Drama",2012,1
tt1911600,,/wiki/Miss_Bala_(2011_film),84,Mexico,Miss Bala,Spanish,Gerardo Naranjo,Not nominated,Q3316382,movie,Miss Bala,Miss Bala,2011,113,"Action,Crime,Drama",2012,1
tt1710590,,/wiki/Omar_Killed_Me,84,Morocco,Omar Killed Me,"French, Arabic",Roschdy Zem,Made shortlist,Q3351917,movie,Omar Killed Me,Omar m'a tuer,2011,85,"Biography,Crime,Drama",2012,1
tt1138481,,/wiki/Sonny_Boy_(2011_film),84,Netherlands,Sonny Boy,Dutch,Maria Peters,Not nominated,Q267281,movie,Sonny Boy,Sonny Boy,2011,130,"Biography,Drama,Romance",2012,1
tt1846783,,/wiki/The_Orator_(film),84,New Zealand,The Orator,Samoan,Tusi Tamasese,Not nominated,Q7755266,movie,The Orator,O le tulafale,2011,110,Drama,2012,1
tt1664892,,"/wiki/Happy,_Happy",84,Norway,"Happy, Happy",Norwegian,Anne Sewitsky,Not nominated,Q3089073,movie,"Happy, Happy",Sykt lykkelig,2010,85,"Comedy,Drama",2012,2
tt1646118,,/wiki/October_(2010_film),84,Peru,October,Spanish,Daniel Vega Vidal,Not nominated,Q3880781,movie,October,Octubre,2010,83,"Comedy,Drama",2012,2
tt1961179,,/wiki/The_Woman_in_the_Septic_Tank,84,Philippines,The Woman in the Septic Tank,Tagalog,Marlon Rivera,Not nominated,Q7775553,movie,The Woman in the Septic Tank,Ang babae sa septic tank,2011,87,Comedy,2012,1
tt1417075,,/wiki/In_Darkness_(2011_film),84,Poland,In Darkness,"Polish, German, Yiddish, Ukrainian",Agnieszka Holland,Nominated,Q699338,movie,In Darkness,W ciemnosci,2011,145,"Drama,War",2012,1
tt1789810,,/wiki/Jos%C3%A9_and_Pilar,84,Portugal,José and Pilar,Portuguese,Miguel Gonçalves Mendes,Not nominated,Q1709746,movie,José and Pilar,José e Pilar,2010,117,"Biography,Documentary",2012,2
tt1670931,,/wiki/America_(2011_film),84,Puerto Rico,America,Spanish,Sonia Fritz,Disqualified,Q4742708,movie,América,América,2011,97,"Drama,Thriller",2012,1
tt1567130,,/wiki/Morgen_(film),84,Romania,Morgen,"Romanian, Hungarian, Turkish",Marian Crisan,Not nominated,Q3064868,movie,Morgen,Morgen,2010,100,Drama,2012,2
tt1912518,,/wiki/Burnt_by_the_Sun_3:_The_Citadel,84,Russia,Burnt by the Sun: The Citadel,Russian,Nikita Mikhalkov,Not nominated,Q4478935,movie,Utomlennye solntsem 2,Utomlennye solntsem 2,2011,157,"Drama,History,War",2012,1
tt1634013,,"/wiki/Montevideo,_God_Bless_You!",84,Serbia,"Montevideo, God Bless You!",Serbian,Dragan Bjelogrlić,Not nominated,Q1946195,movie,Montevideo: Taste of a Dream,"Montevideo, Bog te video!",2010,140,"Adventure,Comedy,Drama",2012,2
tt1922736,,/wiki/Tatsumi_(film),84,Singapore,Tatsumi,Japanese,Eric Khoo,Not nominated,Q939997,movie,Tatsumi,Tatsumi,2011,96,"Animation,Biography,Drama",2012,1
tt1980935,,/wiki/Gypsy_(2011_film),84,Slovakia,Gypsy,"Slovak, Romany",Martin Šulík,Not nominated,Q254726,movie,Gypsy,Cigan,2011,100,Drama,2012,1
tt1156528,,/wiki/Silent_Sonata,84,Slovenia,Silent Sonata,No dialogue,Janez Burger,Disqualified,Q7514682,movie,Silent Sonata,Circus Fantasticus,2011,77,"Drama,War",2012,1
tt1922721,,/wiki/Beauty_(2011_film),84,South Africa,Beauty,"Afrikaans, English",Oliver Hermanus,Not nominated,Q2270848,movie,Beauty,Skoonheid,2011,99,Drama,2012,1
tt2007387,,/wiki/The_Front_Line_(2011_film),84,South Korea,The Front Line,Korean,Jang Hoon,Not nominated,Q495637,movie,The Front Line,Go-ji-jeon,2011,133,"Action,Drama,History",2012,1
tt1454523,,/wiki/Black_Bread,84,Spain,Black Bread,Catalan,Agustí Villaronga,Not nominated,Q1510064,movie,Black Bread,Pa negre,2010,108,"Crime,Drama",2012,2
tt1437366,,/wiki/Beyond_(2010_film),84,Sweden,Beyond,"Swedish, Finnish",Pernilla August,Not nominated,Q401539,movie,Beyond,Svinalängorna,2010,99,Drama,2012,2
tt1753865,,/wiki/Summer_Games_(2011_film),84,Switzerland,Summer Games,Italian,Rolando Colla,Not nominated,Q3178247,movie,Summer Games,Giochi d'estate,2011,141,"Drama,Romance",2012,1
tt2007993,,/wiki/Seediq_Bale,84,Taiwan,Seediq Bale,"Seediq, Japanese, Taiwanese, Mandarin",Wei Te-sheng,Made shortlist,Q647130,movie,Warriors of the Rainbow: Seediq Bale I,Sai de ke · ba lai: Tai yang qi,2011,144,"Action,Drama,History",2012,1
tt2074392,,/wiki/Kon_Khon,84,Thailand,Kon Khon,Thai,Sarunyu Wongkrachang,Not nominated,Q6428687,movie,Kon Khon,Kon Khon,2011,90,Drama,2012,1
tt1827487,,/wiki/Once_Upon_a_Time_in_Anatolia,84,Turkey,Once Upon a Time in Anatolia,Turkish,Nuri Bilge Ceylan,Not nominated,Q1707497,movie,Once Upon a Time in Anatolia,Bir Zamanlar Anadolu'da,2011,157,"Crime,Drama,Thriller",2012,1
tt1020559,,/wiki/Patagonia_(film),84,United Kingdom,Patagonia,"Welsh, Spanish",Marc Evans,Not nominated,Q3400362,movie,Patagonia,Patagonia,2010,119,"Adventure,Drama",2012,2
tt1646973,,/wiki/The_Silent_House_(2010_film),84,Uruguay,The Silent House,Spanish,Gustavo Hernández,Not nominated,Q176801,movie,The Silent House,La casa muda,2010,86,"Drama,Horror,Mystery",2012,2
tt2005207,,/wiki/The_Rumble_of_the_Stones,84,Venezuela,The Rumble of the Stones,Spanish,Alejandro Bellame Palacios,Not nominated,Q7761826,movie,The Rumble of the Stones,El rumor de las piedras,2011,100,Drama,2012,1
tt2064836,,/wiki/The_Prince_and_the_Pagoda_Boy,84,Vietnam,The Prince and the Pagoda Boy,Vietnamese,Lưu Trọng Ninh,Not nominated,Q7758259,movie,The Prince and the Pagoda Boy,Khát vong Thang Long,2010,110,"Action,Drama",2012,2
tt1638353,,/wiki/The_Patience_Stone_(film),85,Afghanistan,The Patience Stone,Persian,Atiq Rahimi,Not nominated,Q5604823,movie,The Patience Stone,"Syngué sabour, pierre de patience",2012,102,"Drama,War",2013,1
tt1683055,,/wiki/Pharmakon_(film),85,Albania,Pharmakon,Albanian,Joni Shanaj,Not nominated,Q3301067,movie,Pharmakon,Pharmakon,2012,134,"Drama,Thriller",2013,1
tt2379344,,/wiki/Zabana!,85,Algeria,Zabana!,"Arabic, French",Saïd Ould Khelifa,Not nominated,Q8063436,movie,Zabana!,Zabana!,2012,107,"Drama,History,War",2013,1
tt1726888,,/wiki/Clandestine_Childhood,85,Argentina,Clandestine Childhood,Spanish,Benjamín Ávila,Not nominated,Q72162,movie,Clandestine Childhood,Infancia clandestina,2011,112,Drama,2013,2
tt2401964,,/wiki/If_Only_Everyone,85,Armenia,If Only Everyone,"Armenian, Russian",Nataliya Belyauskene,Not nominated,Q5990669,movie,If Only Everyone,If Only Everyone,2012,95,"Drama,War",2013,1
tt1996310,,/wiki/Lore_(film),85,Australia,Lore,German,Cate Shortland,Not nominated,Q421583,movie,Lore,Lore,2012,109,"Drama,Romance,War",2013,1
tt1602620,,/wiki/Amour_(2012_film),85,Austria,Amour,French,Michael Haneke,Won Academy Award,Q637820,movie,Amour,Amour,2012,127,Drama,2013,1
tt2089642,,/wiki/Buta_(film),85,Azerbaijan,Buta,Azeri,Ilgar Najaf,Not nominated,Q4100138,movie,Buta,Buta,2011,98,Drama,2013,2
tt2409642,,/wiki/Ghetuputra_Komola,85,Bangladesh,Pleasure Boy Komola,Bengali,Humayun Ahmed,Not nominated,Q5130981,movie,Ghetuputra Komola,Ghetuputra Komola,2012,101,"Drama,Musical",2013,1
tt1660302,,/wiki/Our_Children,85,Belgium,Our Children,French,Joachim Lafosse,Not nominated,Q3545803,movie,Our Children,À perdre la raison,2012,111,"Crime,Drama",2013,1
tt3109410,,NA,85,Bolivia,Insurgents,"Spanish, Aymara, Quechua",Jorge Sanjinés,Withdrawn,NA,movie,Insurgents,Insurgentes,2012,83,"Documentary,Drama,History",2013,1
tt2123230,,/wiki/Children_of_Sarajevo,85,Bosnia and Herzegovina,Children of Sarajevo,Bosnian,Aida Begić,Not nominated,Q5098492,movie,Children of Sarajevo,Djeca,2012,90,Drama,2013,1
tt1921043,,/wiki/The_Clown_(2011_film),85,Brazil,The Clown,Portuguese,Selton Mello,Not nominated,Q1219329,movie,The Clown,O Palhaço,2011,88,"Comedy,Drama",2013,2
tt1980999,,/wiki/Sneakers_(2011_film),85,Bulgaria,Sneakers,Bulgarian,Valeri Yordanov,Not nominated,Q7547488,movie,Sneakers,Kecove,2011,111,"Action,Adventure,Drama",2013,2
tt2022456,,/wiki/Lost_Loves_(film),85,Cambodia,Lost Loves,Khmer,Chhay Bora,Not nominated,Q17064035,movie,Lost Loves,Lost Loves,2010,111,Drama,2013,3
tt1820488,,/wiki/War_Witch,85,Canada,War Witch,"French, Lingala",Kim Nguyen,Nominated,Q891672,movie,War Witch,Rebelle,2012,90,"Drama,War",2013,1
tt2059255,,/wiki/No_(2012_film),85,Chile,No,Spanish,Pablo Larraín,Nominated,Q2620241,movie,No,No,2012,118,"Drama,History",2013,1
tt2259360,,/wiki/Caught_in_the_Web,85,China,Caught in the Web,Mandarin Chinese,Chen Kaige,Not nominated,Q5054472,movie,Caught in the Web,Sou suo,2012,117,Drama,2013,1
tt1774358,,/wiki/The_Snitch_Cartel,85,Colombia,The Snitch Cartel,Spanish,Carlos Moreno,Not nominated,Q7765005,movie,The Snitch Cartel,El cartel de los sapos,2011,102,"Action,Crime,Drama",2013,2
tt2275813,,/wiki/Vegetarian_Cannibal,85,Croatia,Vegetarian Cannibal,Croatian,Branko Schmidt,Not nominated,Q890272,movie,Vegetarian Cannibal,Ljudozder vegetarijanac,2012,85,"Crime,Drama",2013,1
tt1860359,,/wiki/In_the_Shadow_(2012_film),85,Czech Republic,In the Shadow,"Czech, German",David Ondříček,Not nominated,Q5817326,movie,In the Shadow,Ve stínu,2012,106,"Crime,Drama,Thriller",2013,1
tt1276419,,/wiki/A_Royal_Affair,85,Denmark,A Royal Affair,Danish,Nikolaj Arcel,Nominated,Q589953,movie,A Royal Affair,En kongelig affære,2012,137,"Biography,Drama,History",2013,1
tt1822237,,/wiki/Jaque_Mate_(film),85,Dominican Republic,Jaque Mate,Spanish,José María Cabral,Not nominated,Q6159383,movie,Check Mate,Jaque mate!,2012,81,"Drama,Thriller",2013,1
tt2239512,,/wiki/Mushrooming_(film),85,Estonia,Mushrooming,Estonian,Toomas Hussar,Not nominated,Q5319079,movie,Mushrooming,Seenelkäik,2012,93,"Adventure,Comedy,Thriller",2013,1
tt1714205,,/wiki/Purge_(2012_film),85,Finland,Purge,Finnish,Antti Jokinen,Not nominated,Q2618838,movie,Purge,Puhdistus,2012,125,"Crime,Drama",2013,1
tt1675434,,/wiki/The_Intouchables,85,France,The Intouchables,French,Olivier Nakache and Eric Toledano,Made shortlist,Q595,movie,The Intouchables,Intouchables,2011,112,"Biography,Comedy,Drama",2013,2
tt1854535,,/wiki/Keep_Smiling_(2011_film),85,Georgia,Keep Smiling,Georgian,Rusudan Chkonia,Not nominated,Q6383085,movie,Keep Smiling,Gaigimet,2012,90,"Comedy,Drama",2013,1
tt2178941,,/wiki/Barbara_(2012_film),85,Germany,Barbara,German,Christian Petzold,Not nominated,Q708737,movie,Barbara,Barbara,2012,105,Drama,2013,1
tt1699758,,/wiki/Unfair_World,85,Greece,Unfair World,Greek,Filippos Tsitos,Not nominated,Q7884296,movie,Unfair World,Adikos kosmos,2011,107,"Comedy,Crime,Drama",2013,2
tt1576402,,/wiki/Inuk_(film),85,Greenland,Inuk,Greenlandic,Mike Magidson,Not nominated,Q3228255,movie,Inuk,Inuk,2010,90,"Comedy,Drama",2013,3
tt1371585,,/wiki/Life_Without_Principle_(film),85,Hong Kong,Life Without Principle,Cantonese,Johnnie To,Not nominated,Q1100217,movie,Life Without Principle,Duet ming gam,2011,107,"Crime,Drama",2013,2
tt2180335,,/wiki/Just_the_Wind,85,Hungary,Just the Wind,Hungarian,Benedek Fliegauf,Not nominated,Q1142649,movie,Just the Wind,Csak a szél,2012,95,Drama,2013,1
tt1764275,,/wiki/The_Deep_(2012_film),85,Iceland,The Deep,Icelandic,Baltasar Kormákur,Made shortlist,Q5018929,movie,The Deep,Djúpið,2012,95,"Action,Drama",2013,1
tt2082197,,/wiki/Barfi!,85,India,Barfi!,Hindi,Anurag Basu,Not nominated,Q2558109,movie,Barfi!,Barfi!,2012,151,"Comedy,Drama,Romance",2013,1
tt1989598,,/wiki/Sang_Penari,85,Indonesia,The Dancer,"Indonesian, Banyumasan",Ifa Isfansyah,Not nominated,Q4184232,movie,The Dancer,Sang Penari,2011,112,"Drama,Romance",2013,2
tt2219514,,/wiki/Fill_the_Void,85,Israel,Fill the Void,Hebrew,Rama Burshtein,Not nominated,Q2085771,movie,Fill the Void,Lemale et ha'halal,2012,90,"Drama,Romance",2013,1
tt2177511,,/wiki/Caesar_Must_Die,85,Italy,Caesar Must Die,Italian,Paolo and Vittorio Taviani,Not nominated,Q1059540,movie,Caesar Must Die,Cesare deve morire,2012,77,Drama,2013,1
tt2083995,,/wiki/Our_Homeland,85,Japan,Our Homeland,"Japanese, Korean",Yong-hi Yang,Not nominated,Q374865,movie,Our Homeland,Kazoku no kuni,2012,100,Drama,2013,1
tt1852040,,/wiki/Myn_Bala,85,Kazakhstan,Myn Bala: Warriors of the Steppe,Kazakh,Akan Satayev,Not nominated,Q3719600,movie,Myn Bala: Warriors of the Steppe,Zhauzhürek myng bala,2012,132,"Action,Adventure,Drama",2013,1
tt2234428,,/wiki/Nairobi_Half_Life,85,Kenya,Nairobi Half Life,Swahili,David 'Tosh' Gitonga,Not nominated,Q1338623,movie,Nairobi Half Life,Nairobi Half Life,2012,100,Drama,2013,1
tt2381347,,/wiki/The_Empty_Home,85,Kyrgyzstan,The Empty Home,"Kyrgyz, Russian, French",Nurbek Egen,Not nominated,Q7731979,movie,The Empty Home,Pustoy dom,2012,98,Drama,2013,1
tt2192200,,/wiki/Gulf_Stream_Under_the_Iceberg,85,Latvia,Gulf Stream Under the Iceberg,Russian,Yevgeni Pashkevich,Not nominated,Q4142799,movie,Gulf Stream Under the Iceberg,Golfstrim pod aysbergom,2012,125,Drama,2013,1
tt2055720,,/wiki/Ramin_(film),85,Lithuania,Ramin,Georgian,Audrius Stonys,Not nominated,Q7289578,movie,Ramin,Ramin,2011,58,"Biography,Documentary",2013,2
tt2069100,,/wiki/The_Third_Half,85,Macedonia,The Third Half,"Macedonian, German, Bulgarian",Darko Mitrevski,Not nominated,Q3399671,movie,The Third Half,Treto poluvreme,2012,113,"Drama,History,Romance",2013,1
tt2041321,,/wiki/Bunohan,85,Malaysia,Bunohan,Malay,Dain Said,Not nominated,Q3472334,movie,Bunohan: Return to Murder,Bunohan,2011,97,"Action,Drama,Thriller",2013,2
tt2368749,,/wiki/After_Lucia,85,Mexico,After Lucia,Spanish,Michel Franco,Not nominated,Q2713624,movie,After Lucia,Después de Lucía,2012,103,Drama,2013,1
tt2043822,,/wiki/Death_for_Sale,85,Morocco,Death for Sale,Arabic,Faouzi Bensaïdi,Not nominated,Q5247333,movie,Death for Sale,Baya Al Maut,2011,117,Drama,2013,2
tt1776222,,/wiki/Kauwboy,85,Netherlands,Kauwboy,Dutch,Boudewijn Koole,Not nominated,Q5158269,movie,Kauwboy,Kauwboy,2012,81,Drama,2013,1
tt1613750,,/wiki/Kon-Tiki_(2012_film),85,Norway,Kon-Tiki,Norwegian,Joachim Rønning and Espen Sandberg,Nominated,Q1759619,movie,Kon-Tiki,Kon-Tiki,2012,118,"Action,Adventure,Biography",2013,1
tt2369543,,/wiki/When_I_Saw_You_(film),85,Palestine,When I Saw You,Arabic,Annemarie Jacir,Not nominated,Q7992575,movie,When I Saw You,Lamma shoftak,2012,98,Drama,2013,1
tt1696181,,/wiki/The_Bad_Intentions,85,Peru,The Bad Intentions,Spanish,Rosario Garcia-Montero,Not nominated,Q151318,movie,The Bad Intentions,Las malas intenciones,2011,110,"Comedy,Drama",2013,2
tt2244376,,/wiki/Bwakaw,85,Philippines,Bwakaw,Tagalog,Jun Lana,Not nominated,Q5003659,movie,Bwakaw,Bwakaw,2012,110,Drama,2013,1
tt2056501,,/wiki/80_Million,85,Poland,80 Million,Polish,Waldemar Krzystek,Not nominated,Q781689,movie,80 Millions,80 milionów,2011,102,"Action,Drama,History",2013,2
tt1625155,,/wiki/Blood_of_My_Blood_(2011_film),85,Portugal,Blood of My Blood,Portuguese,João Canijo,Not nominated,Q4927836,movie,Blood of My Blood,Sangue do Meu Sangue,2011,131,"Drama,Thriller",2013,2
tt2258281,,/wiki/Beyond_the_Hills,85,Romania,Beyond the Hills,Romanian,Cristian Mungiu,Made shortlist,Q2522756,movie,Beyond the Hills,Dupa dealuri,2012,152,Drama,2013,1
